tipo_de_dispositivo,visualizaciones,tiempo_de_visualizacion_(horas),duracion_media_de_las_visualizaciones,fecha_publicacion,nombre_video
Total,2821,160.71,0:03:25,20211104,🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Teléfono móvil,1777,74.3557,0:02:30,20211104,🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Ordenador,805,61.9129,0:04:36,20211104,🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
TV,203,21.8563,0:06:27,20211104,🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Tablet,36,2.5851,0:04:18,20211104,🧐 DOMINA las MEJORES TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Total,637,2.7719,0:00:15,20210729,Wow! De un simple círculo a ESTO!!! LOGO TUTOTIAL
Teléfono móvil,542,2.2995,0:00:15,20210729,Wow! De un simple círculo a ESTO!!! LOGO TUTOTIAL
Ordenador,70,0.3312,0:00:17,20210729,Wow! De un simple círculo a ESTO!!! LOGO TUTOTIAL
TV,20,0.1074,0:00:19,20210729,Wow! De un simple círculo a ESTO!!! LOGO TUTOTIAL
Tablet,5,0.0337,0:00:24,20210729,Wow! De un simple círculo a ESTO!!! LOGO TUTOTIAL
Total,4034,357.6949,0:05:19,20211214,🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL
Teléfono móvil,1987,134.8209,0:04:04,20211214,🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL
Ordenador,1690,168.5413,0:05:59,20211214,🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL
TV,265,40.3946,0:09:08,20211214,🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL
Tablet,92,13.9381,0:09:05,20211214,🤫 Pon en PRÁCTICA el SECRETO para DISEÑAR este LOGO en CorelDRAW ▶▶ TUTORIAL
Total,3011,59.3655,0:01:10,20210506,👉 Cuánto CUESTA 💲 CorelDRAW ▶ 
Teléfono móvil,1483,29.0357,0:01:10,20210506,👉 Cuánto CUESTA 💲 CorelDRAW ▶ 
Ordenador,1295,24.61,0:01:08,20210506,👉 Cuánto CUESTA 💲 CorelDRAW ▶ 
TV,164,4.1978,0:01:32,20210506,👉 Cuánto CUESTA 💲 CorelDRAW ▶ 
Tablet,68,1.4925,0:01:19,20210506,👉 Cuánto CUESTA 💲 CorelDRAW ▶ 
Total,3034,200.6775,0:03:58,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Teléfono móvil,1666,76.9388,0:02:46,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Ordenador,1033,91.2048,0:05:17,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
TV,275,27.5857,0:06:01,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Tablet,59,4.7493,0:04:49,20211019,Si USAS esta TÉCNICA 🧐 puedes CREAR muchos LOGOS ▶ CorelDRAW
Total,4130,523.1473,0:07:36,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Teléfono móvil,1870,134.9264,0:04:19,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Ordenador,1689,262.931,0:09:20,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
TV,490,110.8092,0:13:34,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Tablet,79,13.3696,0:10:09,20210928,🤜🏼 La MASTERCLASS que BUSCABAS 👉🏼  Técnicas AVANZADAS para DISEÑADORES CorelDRAW
Total,11619,740.5416,0:03:49,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Teléfono móvil,7114,288.0134,0:02:25,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Ordenador,3428,326.7397,0:05:43,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
TV,880,109.0042,0:07:25,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Tablet,193,16.1901,0:05:01,20220203,✔✨ DESCUBRE estas TÉCNICAS para CREAR DISEÑOS orgánicos en ▶ TUTORIAL
Total,1867,84.2964,0:02:42,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Teléfono móvil,1158,38.481,0:01:59,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Ordenador,533,32.8757,0:03:42,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
TV,138,10.8486,0:04:43,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Tablet,37,2.0906,0:03:23,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Total,1811,142.3578,0:04:42,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Teléfono móvil,1059,63.2742,0:03:35,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Ordenador,588,57.2487,0:05:50,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
TV,131,17.9698,0:08:13,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Tablet,32,3.5336,0:06:37,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Total,1018,35.7847,0:02:06,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Teléfono móvil,589,16.8436,0:01:42,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Ordenador,356,14.9962,0:02:31,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
TV,52,3.1896,0:03:40,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Tablet,19,0.626,0:01:58,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Total,962,44.1079,0:02:45,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Teléfono móvil,554,20.4383,0:02:12,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Ordenador,341,18.751,0:03:17,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
TV,48,3.615,0:04:31,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Tablet,18,1.1873,0:03:57,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Total,5936,243.6507,0:02:27,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Ordenador,3157,134.8584,0:02:33,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Teléfono móvil,2433,90.1251,0:02:13,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
TV,250,14.3422,0:03:26,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Tablet,95,4.2487,0:02:41,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Total,939,47.1552,0:03:00,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Teléfono móvil,518,19.731,0:02:17,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Ordenador,337,19.0006,0:03:22,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
TV,63,7.2477,0:06:54,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Tablet,20,1.1754,0:03:31,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Total,476,2.4621,0:00:18,20210810,Quieres saber CÓMO se HACE este logo
Teléfono móvil,390,1.9274,0:00:17,20210810,Quieres saber CÓMO se HACE este logo
Ordenador,73,0.4696,0:00:23,20210810,Quieres saber CÓMO se HACE este logo
TV,8,0.0401,0:00:18,20210810,Quieres saber CÓMO se HACE este logo
Tablet,5,0.025,0:00:17,20210810,Quieres saber CÓMO se HACE este logo
Total,1187,12.2984,0:00:37,20210819,Speedrun LOGO MAKER Tutorial (1min)
Teléfono móvil,1010,10.3311,0:00:36,20210819,Speedrun LOGO MAKER Tutorial (1min)
Ordenador,145,1.6409,0:00:40,20210819,Speedrun LOGO MAKER Tutorial (1min)
TV,20,0.2518,0:00:45,20210819,Speedrun LOGO MAKER Tutorial (1min)
Tablet,12,0.0746,0:00:22,20210819,Speedrun LOGO MAKER Tutorial (1min)
Total,1697,80.1163,0:02:49,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Teléfono móvil,980,33.8548,0:02:04,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Ordenador,583,35.8936,0:03:41,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
TV,106,8.9119,0:05:02,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Tablet,28,1.456,0:03:07,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Total,1486,66.1176,0:02:40,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Teléfono móvil,908,30.5149,0:02:00,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Ordenador,455,26.3033,0:03:28,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
TV,99,8.356,0:05:03,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Tablet,22,0.937,0:02:33,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Total,1759,101.0199,0:03:26,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Teléfono móvil,1095,43.4535,0:02:22,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Ordenador,514,41.853,0:04:53,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
TV,116,12.9298,0:06:41,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Tablet,33,2.5692,0:04:40,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Total,584,5.8118,0:00:35,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Teléfono móvil,401,3.7066,0:00:33,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Ordenador,152,1.7083,0:00:40,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
TV,24,0.296,0:00:44,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Tablet,6,0.0971,0:00:58,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Total,1609,70.5007,0:02:37,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Teléfono móvil,952,33.9508,0:02:08,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Ordenador,546,29.3116,0:03:13,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
TV,85,6.026,0:04:15,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Tablet,26,1.2123,0:02:47,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Total,3674,234.8777,0:03:50,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Teléfono móvil,2227,99.6446,0:02:41,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Ordenador,1131,104.9499,0:05:34,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
TV,264,26.3803,0:05:59,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Tablet,49,3.6462,0:04:27,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Total,2699,242.7542,0:05:23,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Teléfono móvil,1431,79.995,0:03:21,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Ordenador,1080,133.5309,0:07:25,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
TV,155,25.2421,0:09:46,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Tablet,33,3.9863,0:07:14,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Total,1575,13.1204,0:00:29,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Teléfono móvil,1453,12.0223,0:00:29,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Ordenador,94,0.8919,0:00:34,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
TV,14,0.0767,0:00:19,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Tablet,14,0.1295,0:00:33,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Total,891,34.521,0:02:19,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Teléfono móvil,527,15.3322,0:01:44,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Ordenador,288,13.4692,0:02:48,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
TV,56,4.1574,0:04:27,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Tablet,20,1.5622,0:04:41,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Total,1796,89.6495,0:02:59,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Teléfono móvil,1244,43.7561,0:02:06,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Ordenador,423,34.7127,0:04:55,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
TV,102,9.2873,0:05:27,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Tablet,27,1.8934,0:04:12,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Total,1430,78.4329,0:03:17,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Teléfono móvil,727,32.1314,0:02:39,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Ordenador,600,37.8105,0:03:46,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
TV,79,7.2141,0:05:28,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Tablet,23,1.2745,0:03:19,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
